word,true_label,predicted_label,error_type,pos_tag,fgpos_tag,sentence
sell-off,0,0,Correct,VERB,VB,Ministers have already had to pull Britain 's fleet of Magnox reactors out of the float and delay the sell-off date by up to six months .
date,0,0,Correct,NOUN,NN,Ministers have already had to pull Britain 's fleet of Magnox reactors out of the float and delay the sell-off date by up to six months .
months,0,0,Correct,NOUN,NNS,Ministers have already had to pull Britain 's fleet of Magnox reactors out of the float and delay the sell-off date by up to six months .
Decca,0,0,Correct,PROPN,NNP,"Misunderstood by Decca Records , he maintains , ‘ I wan na play ma music ma way . ’"
Records,0,0,Correct,NOUN,NNS,"Misunderstood by Decca Records , he maintains , ‘ I wan na play ma music ma way . ’"
maintains,1,1,Correct,VERB,VBZ,"Misunderstood by Decca Records , he maintains , ‘ I wan na play ma music ma way . ’"
wan,0,0,Correct,PROPN,NNP,"Misunderstood by Decca Records , he maintains , ‘ I wan na play ma music ma way . ’"
play,0,1,False Positive,VERB,VB,"Misunderstood by Decca Records , he maintains , ‘ I wan na play ma music ma way . ’"
music,0,0,Correct,NOUN,NN,"Misunderstood by Decca Records , he maintains , ‘ I wan na play ma music ma way . ’"
ma,0,0,Correct,PROPN,NNP,"Misunderstood by Decca Records , he maintains , ‘ I wan na play ma music ma way . ’"
way,1,1,Correct,NOUN,NN,"Misunderstood by Decca Records , he maintains , ‘ I wan na play ma music ma way . ’"
Mm,0,0,Correct,PROPN,NNP,Mm
Mm,0,0,Correct,PROPN,NNP,"Mm , cos somebody had n't up wrong then Where is she ?"
cos,0,0,Correct,PROPN,NNP,"Mm , cos somebody had n't up wrong then Where is she ?"
somebody,0,0,Correct,PRON,NN,"Mm , cos somebody had n't up wrong then Where is she ?"
wrong,0,0,Correct,ADJ,JJ,"Mm , cos somebody had n't up wrong then Where is she ?"
Mm,0,0,Correct,PROPN,NNP,"Mm , it would bounce up and down like a yo-yo"
bounce,1,1,Correct,VERB,VB,"Mm , it would bounce up and down like a yo-yo"
yo-yo,1,0,False Negative,PROPN,NNP,"Mm , it would bounce up and down like a yo-yo"
Mm,0,0,Correct,PROPN,NNP,"Mm , mm ."
mm,0,0,Correct,PROPN,NNP,"Mm , mm ."
Mm,0,0,Correct,PROPN,NNP,"Mm , you watched"
watched,0,0,Correct,VERB,VBN,"Mm , you watched"
Mm,0,0,Correct,PROPN,NNP,Mm .
Mm,0,0,Correct,PROPN,NNP,Mm .
Mm,0,0,Correct,PROPN,NNP,Mm .
Mm,0,0,Correct,PROPN,NNP,Mm .
Mm,0,0,Correct,PROPN,NNP,Mm .
Mm,0,0,Correct,PROPN,NNP,Mm .
Mm,0,0,Correct,PROPN,NNP,Mm .
Mm,0,0,Correct,PROPN,NNP,Mm .
Mm,0,0,Correct,PROPN,NNP,Mm .
Mm,0,0,Correct,PROPN,NNP,Mm .
Mm,0,0,Correct,PROPN,NNP,Mm .
Mm,0,0,Correct,PROPN,NNP,Mm .
Mm,0,0,Correct,PROPN,NNP,Mm .
Mm,0,0,Correct,PROPN,NNP,Mm .
Mm,0,0,Correct,PROPN,NNP,Mm .
Mm,0,0,Correct,PROPN,NNP,Mm .
Mm,0,0,Correct,PROPN,NNP,Mm .
Mm,0,0,Correct,PROPN,NNP,Mm .
Mm,0,0,Correct,PROPN,NNP,Mm .
Mm,0,0,Correct,PROPN,NNP,Mm .
Mm,0,0,Correct,PROPN,NNP,Mm .
Mm,0,0,Correct,PROPN,NNP,Mm .
Mm,0,0,Correct,PROPN,NNP,Mm .
Mm,0,0,Correct,PROPN,NNP,Mm if you do n't mind .
mind,0,0,Correct,NOUN,NN,Mm if you do n't mind .
Mm,0,0,Correct,PROPN,NNP,Mm it is quite full though .
quite,0,0,Correct,ADV,RB,Mm it is quite full though .
full,0,1,False Positive,ADJ,JJ,Mm it is quite full though .
though,0,0,Correct,ADV,RB,Mm it is quite full though .
Mm,0,0,Correct,PROPN,NNP,Mm mm .
mm,0,0,Correct,PROPN,NNP,Mm mm .
Mmm,0,0,Correct,INTJ,UH,Mmm .
Mmm,0,0,Correct,INTJ,UH,Mmm .
Monday,0,0,Correct,PROPN,NNP,"Monday 's the twenty third , Sunday 's the twenty second"
third,0,0,Correct,ADV,RB,"Monday 's the twenty third , Sunday 's the twenty second"
Sunday,0,0,Correct,PROPN,NNP,"Monday 's the twenty third , Sunday 's the twenty second"
second,0,0,Correct,ADV,RB,"Monday 's the twenty third , Sunday 's the twenty second"
Money,0,0,Correct,NOUN,NN,Money may not have changed hands .
changed,1,1,Correct,VERB,VBN,Money may not have changed hands .
hands,1,1,Correct,NOUN,NNS,Money may not have changed hands .
Months,0,0,Correct,NOUN,NNS,"Months later , when Marie had departed , Louis is said to have paused nostalgically at Brouage on his way to Paris after marrying the Spanish Infanta at St Jean-de-Luz ."
later,0,0,Correct,ADV,RB,"Months later , when Marie had departed , Louis is said to have paused nostalgically at Brouage on his way to Paris after marrying the Spanish Infanta at St Jean-de-Luz ."
Marie,0,0,Correct,PROPN,NNP,"Months later , when Marie had departed , Louis is said to have paused nostalgically at Brouage on his way to Paris after marrying the Spanish Infanta at St Jean-de-Luz ."
departed,0,0,Correct,VERB,VBN,"Months later , when Marie had departed , Louis is said to have paused nostalgically at Brouage on his way to Paris after marrying the Spanish Infanta at St Jean-de-Luz ."
Louis,0,0,Correct,PROPN,NNP,"Months later , when Marie had departed , Louis is said to have paused nostalgically at Brouage on his way to Paris after marrying the Spanish Infanta at St Jean-de-Luz ."
said,0,0,Correct,VERB,VBD,"Months later , when Marie had departed , Louis is said to have paused nostalgically at Brouage on his way to Paris after marrying the Spanish Infanta at St Jean-de-Luz ."
paused,0,0,Correct,VERB,VBD,"Months later , when Marie had departed , Louis is said to have paused nostalgically at Brouage on his way to Paris after marrying the Spanish Infanta at St Jean-de-Luz ."
nostalgically,0,0,Correct,ADV,RB,"Months later , when Marie had departed , Louis is said to have paused nostalgically at Brouage on his way to Paris after marrying the Spanish Infanta at St Jean-de-Luz ."
Brouage,0,0,Correct,NOUN,NN,"Months later , when Marie had departed , Louis is said to have paused nostalgically at Brouage on his way to Paris after marrying the Spanish Infanta at St Jean-de-Luz ."
way,0,1,False Positive,NOUN,NN,"Months later , when Marie had departed , Louis is said to have paused nostalgically at Brouage on his way to Paris after marrying the Spanish Infanta at St Jean-de-Luz ."
Paris,0,0,Correct,PROPN,NNP,"Months later , when Marie had departed , Louis is said to have paused nostalgically at Brouage on his way to Paris after marrying the Spanish Infanta at St Jean-de-Luz ."
marrying,0,0,Correct,VERB,VBG,"Months later , when Marie had departed , Louis is said to have paused nostalgically at Brouage on his way to Paris after marrying the Spanish Infanta at St Jean-de-Luz ."
Spanish,0,0,Correct,ADJ,JJ,"Months later , when Marie had departed , Louis is said to have paused nostalgically at Brouage on his way to Paris after marrying the Spanish Infanta at St Jean-de-Luz ."
Infanta,0,0,Correct,PROPN,NNP,"Months later , when Marie had departed , Louis is said to have paused nostalgically at Brouage on his way to Paris after marrying the Spanish Infanta at St Jean-de-Luz ."
St,0,0,Correct,PROPN,NNP,"Months later , when Marie had departed , Louis is said to have paused nostalgically at Brouage on his way to Paris after marrying the Spanish Infanta at St Jean-de-Luz ."
Jean-de-Luz,0,0,Correct,PROPN,NNP,"Months later , when Marie had departed , Louis is said to have paused nostalgically at Brouage on his way to Paris after marrying the Spanish Infanta at St Jean-de-Luz ."
Moral,0,0,Correct,ADJ,JJ,Moral autonomy is concerned with individuals not with groups ; a conception of autonomy which depends upon group membership displays its own contradiction .
autonomy,1,0,False Negative,NOUN,NN,Moral autonomy is concerned with individuals not with groups ; a conception of autonomy which depends upon group membership displays its own contradiction .
concerned,1,1,Correct,ADJ,JJ,Moral autonomy is concerned with individuals not with groups ; a conception of autonomy which depends upon group membership displays its own contradiction .
individuals,0,0,Correct,NOUN,NNS,Moral autonomy is concerned with individuals not with groups ; a conception of autonomy which depends upon group membership displays its own contradiction .
groups,1,0,False Negative,NOUN,NNS,Moral autonomy is concerned with individuals not with groups ; a conception of autonomy which depends upon group membership displays its own contradiction .
conception,1,1,Correct,PROPN,NNP,Moral autonomy is concerned with individuals not with groups ; a conception of autonomy which depends upon group membership displays its own contradiction .
autonomy,1,0,False Negative,NOUN,NN,Moral autonomy is concerned with individuals not with groups ; a conception of autonomy which depends upon group membership displays its own contradiction .
depends,0,0,Correct,VERB,VBZ,Moral autonomy is concerned with individuals not with groups ; a conception of autonomy which depends upon group membership displays its own contradiction .
group,1,0,False Negative,NOUN,NN,Moral autonomy is concerned with individuals not with groups ; a conception of autonomy which depends upon group membership displays its own contradiction .
membership,0,1,False Positive,NOUN,NN,Moral autonomy is concerned with individuals not with groups ; a conception of autonomy which depends upon group membership displays its own contradiction .
displays,1,1,Correct,NOUN,NNS,Moral autonomy is concerned with individuals not with groups ; a conception of autonomy which depends upon group membership displays its own contradiction .
contradiction,0,0,Correct,NOUN,NN,Moral autonomy is concerned with individuals not with groups ; a conception of autonomy which depends upon group membership displays its own contradiction .
boys,0,0,Correct,NOUN,NNS,More boys and girls will have reached the ego-identity achievement stage and a proportion of these will go into science .
girls,0,0,Correct,NOUN,NNS,More boys and girls will have reached the ego-identity achievement stage and a proportion of these will go into science .
reached,1,1,Correct,VERB,VBN,More boys and girls will have reached the ego-identity achievement stage and a proportion of these will go into science .
ego-identity,0,0,Correct,ADJ,JJ,More boys and girls will have reached the ego-identity achievement stage and a proportion of these will go into science .
achievement,0,0,Correct,NOUN,NN,More boys and girls will have reached the ego-identity achievement stage and a proportion of these will go into science .
stage,1,1,Correct,NOUN,NN,More boys and girls will have reached the ego-identity achievement stage and a proportion of these will go into science .
proportion,1,1,Correct,NOUN,NN,More boys and girls will have reached the ego-identity achievement stage and a proportion of these will go into science .
go,1,1,Correct,VERB,VB,More boys and girls will have reached the ego-identity achievement stage and a proportion of these will go into science .
science,0,0,Correct,NOUN,NN,More boys and girls will have reached the ego-identity achievement stage and a proportion of these will go into science .
problematic,0,0,Correct,ADJ,JJ,"More problematic will be Labour 's plan for the Ministry of Agriculture , Fisheries and Food ."
Labour,0,0,Correct,NOUN,NN,"More problematic will be Labour 's plan for the Ministry of Agriculture , Fisheries and Food ."
plan,1,1,Correct,NOUN,NN,"More problematic will be Labour 's plan for the Ministry of Agriculture , Fisheries and Food ."
Ministry,0,0,Correct,PROPN,NNP,"More problematic will be Labour 's plan for the Ministry of Agriculture , Fisheries and Food ."
Agriculture,0,0,Correct,NOUN,NN,"More problematic will be Labour 's plan for the Ministry of Agriculture , Fisheries and Food ."
Fisheries,0,0,Correct,NOUN,NNS,"More problematic will be Labour 's plan for the Ministry of Agriculture , Fisheries and Food ."
Food,0,0,Correct,NOUN,NN,"More problematic will be Labour 's plan for the Ministry of Agriculture , Fisheries and Food ."
advocates,1,1,Correct,NOUN,NNS,"Most advocates of biological theories do not express themselves in the same bizarre language and style as Lombroso , and such theories of crime are not merely historical relics that died with Lombroso ."
biological,0,0,Correct,ADJ,JJ,"Most advocates of biological theories do not express themselves in the same bizarre language and style as Lombroso , and such theories of crime are not merely historical relics that died with Lombroso ."
theories,0,0,Correct,NOUN,NNS,"Most advocates of biological theories do not express themselves in the same bizarre language and style as Lombroso , and such theories of crime are not merely historical relics that died with Lombroso ."
express,1,1,Correct,VERB,VB,"Most advocates of biological theories do not express themselves in the same bizarre language and style as Lombroso , and such theories of crime are not merely historical relics that died with Lombroso ."
bizarre,0,0,Correct,ADJ,JJ,"Most advocates of biological theories do not express themselves in the same bizarre language and style as Lombroso , and such theories of crime are not merely historical relics that died with Lombroso ."
language,0,0,Correct,NOUN,NN,"Most advocates of biological theories do not express themselves in the same bizarre language and style as Lombroso , and such theories of crime are not merely historical relics that died with Lombroso ."
style,0,0,Correct,NOUN,NN,"Most advocates of biological theories do not express themselves in the same bizarre language and style as Lombroso , and such theories of crime are not merely historical relics that died with Lombroso ."
Lombroso,0,0,Correct,PROPN,NNP,"Most advocates of biological theories do not express themselves in the same bizarre language and style as Lombroso , and such theories of crime are not merely historical relics that died with Lombroso ."
theories,0,0,Correct,NOUN,NNS,"Most advocates of biological theories do not express themselves in the same bizarre language and style as Lombroso , and such theories of crime are not merely historical relics that died with Lombroso ."
crime,0,0,Correct,NOUN,NN,"Most advocates of biological theories do not express themselves in the same bizarre language and style as Lombroso , and such theories of crime are not merely historical relics that died with Lombroso ."
merely,0,0,Correct,ADV,RB,"Most advocates of biological theories do not express themselves in the same bizarre language and style as Lombroso , and such theories of crime are not merely historical relics that died with Lombroso ."
historical,0,0,Correct,ADJ,JJ,"Most advocates of biological theories do not express themselves in the same bizarre language and style as Lombroso , and such theories of crime are not merely historical relics that died with Lombroso ."
relics,1,1,Correct,NOUN,NNS,"Most advocates of biological theories do not express themselves in the same bizarre language and style as Lombroso , and such theories of crime are not merely historical relics that died with Lombroso ."
died,1,0,False Negative,VERB,VBD,"Most advocates of biological theories do not express themselves in the same bizarre language and style as Lombroso , and such theories of crime are not merely historical relics that died with Lombroso ."
Lombroso,0,0,Correct,PROPN,NNP,"Most advocates of biological theories do not express themselves in the same bizarre language and style as Lombroso , and such theories of crime are not merely historical relics that died with Lombroso ."
prefer,0,0,Correct,VERB,VB,"Most of us prefer to watch Dallas than our neighbours ' home-movies , because , when it comes down to it , we know that truth is generally a lot duller than fiction ."
watch,0,0,Correct,VERB,VB,"Most of us prefer to watch Dallas than our neighbours ' home-movies , because , when it comes down to it , we know that truth is generally a lot duller than fiction ."
Dallas,0,0,Correct,PROPN,NNP,"Most of us prefer to watch Dallas than our neighbours ' home-movies , because , when it comes down to it , we know that truth is generally a lot duller than fiction ."
neighbours,0,0,Correct,NOUN,NNS,"Most of us prefer to watch Dallas than our neighbours ' home-movies , because , when it comes down to it , we know that truth is generally a lot duller than fiction ."
home-movies,0,0,Correct,NOUN,NN,"Most of us prefer to watch Dallas than our neighbours ' home-movies , because , when it comes down to it , we know that truth is generally a lot duller than fiction ."
comes,0,1,False Positive,VERB,VBZ,"Most of us prefer to watch Dallas than our neighbours ' home-movies , because , when it comes down to it , we know that truth is generally a lot duller than fiction ."
know,0,1,False Positive,VERB,VB,"Most of us prefer to watch Dallas than our neighbours ' home-movies , because , when it comes down to it , we know that truth is generally a lot duller than fiction ."
truth,0,0,Correct,NOUN,NN,"Most of us prefer to watch Dallas than our neighbours ' home-movies , because , when it comes down to it , we know that truth is generally a lot duller than fiction ."
generally,0,0,Correct,ADV,RB,"Most of us prefer to watch Dallas than our neighbours ' home-movies , because , when it comes down to it , we know that truth is generally a lot duller than fiction ."
lot,0,1,False Positive,NOUN,NN,"Most of us prefer to watch Dallas than our neighbours ' home-movies , because , when it comes down to it , we know that truth is generally a lot duller than fiction ."
duller,1,1,Correct,ADJ,JJR,"Most of us prefer to watch Dallas than our neighbours ' home-movies , because , when it comes down to it , we know that truth is generally a lot duller than fiction ."
fiction,0,0,Correct,NOUN,NN,"Most of us prefer to watch Dallas than our neighbours ' home-movies , because , when it comes down to it , we know that truth is generally a lot duller than fiction ."
people,0,0,Correct,NOUN,NNS,Most people have their own notions or theories as to what causes criminal behaviour .
notions,0,0,Correct,NOUN,NNS,Most people have their own notions or theories as to what causes criminal behaviour .
theories,0,0,Correct,NOUN,NNS,Most people have their own notions or theories as to what causes criminal behaviour .
causes,0,0,Correct,NOUN,NNS,Most people have their own notions or theories as to what causes criminal behaviour .
criminal,0,0,Correct,ADJ,JJ,Most people have their own notions or theories as to what causes criminal behaviour .
behaviour,0,0,Correct,NOUN,NN,Most people have their own notions or theories as to what causes criminal behaviour .
Motion,0,0,Correct,NOUN,NN,Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .
better,0,0,Correct,ADV,RBR,Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .
seriously,0,0,Correct,ADV,RB,Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .
intends,0,1,False Positive,VERB,VBZ,Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .
series,0,0,Correct,PROPN,NNP,Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .
novels,0,0,Correct,NOUN,NNS,Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .
capture,1,1,Correct,NOUN,NN,Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .
feel,1,1,Correct,VERB,VB,Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .
period,0,0,Correct,NOUN,NN,Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .
Mr,0,0,Correct,PROPN,NNP,Mr .
Mr,0,0,Correct,PROPN,NNP,"Mr Clarke has been indulging in just that himself , putting up the luckless Duncan Nichol , chief executive of the health service , to take the initial flak under the pretence that the dispute is not his direct responsibility ."
Clarke,0,0,Correct,PROPN,NNP,"Mr Clarke has been indulging in just that himself , putting up the luckless Duncan Nichol , chief executive of the health service , to take the initial flak under the pretence that the dispute is not his direct responsibility ."
indulging,0,0,Correct,VERB,VBG,"Mr Clarke has been indulging in just that himself , putting up the luckless Duncan Nichol , chief executive of the health service , to take the initial flak under the pretence that the dispute is not his direct responsibility ."
putting,1,1,Correct,VERB,VBG,"Mr Clarke has been indulging in just that himself , putting up the luckless Duncan Nichol , chief executive of the health service , to take the initial flak under the pretence that the dispute is not his direct responsibility ."
luckless,0,0,Correct,ADJ,JJ,"Mr Clarke has been indulging in just that himself , putting up the luckless Duncan Nichol , chief executive of the health service , to take the initial flak under the pretence that the dispute is not his direct responsibility ."
Duncan,0,0,Correct,PROPN,NNP,"Mr Clarke has been indulging in just that himself , putting up the luckless Duncan Nichol , chief executive of the health service , to take the initial flak under the pretence that the dispute is not his direct responsibility ."
Nichol,0,0,Correct,PROPN,NNP,"Mr Clarke has been indulging in just that himself , putting up the luckless Duncan Nichol , chief executive of the health service , to take the initial flak under the pretence that the dispute is not his direct responsibility ."
chief,0,0,Correct,PROPN,NNP,"Mr Clarke has been indulging in just that himself , putting up the luckless Duncan Nichol , chief executive of the health service , to take the initial flak under the pretence that the dispute is not his direct responsibility ."
executive,0,0,Correct,PROPN,NNP,"Mr Clarke has been indulging in just that himself , putting up the luckless Duncan Nichol , chief executive of the health service , to take the initial flak under the pretence that the dispute is not his direct responsibility ."
health,0,0,Correct,NOUN,NN,"Mr Clarke has been indulging in just that himself , putting up the luckless Duncan Nichol , chief executive of the health service , to take the initial flak under the pretence that the dispute is not his direct responsibility ."
service,0,0,Correct,NOUN,NN,"Mr Clarke has been indulging in just that himself , putting up the luckless Duncan Nichol , chief executive of the health service , to take the initial flak under the pretence that the dispute is not his direct responsibility ."
take,1,1,Correct,VERB,VB,"Mr Clarke has been indulging in just that himself , putting up the luckless Duncan Nichol , chief executive of the health service , to take the initial flak under the pretence that the dispute is not his direct responsibility ."
initial,0,0,Correct,ADJ,JJ,"Mr Clarke has been indulging in just that himself , putting up the luckless Duncan Nichol , chief executive of the health service , to take the initial flak under the pretence that the dispute is not his direct responsibility ."
flak,1,1,Correct,NOUN,NN,"Mr Clarke has been indulging in just that himself , putting up the luckless Duncan Nichol , chief executive of the health service , to take the initial flak under the pretence that the dispute is not his direct responsibility ."
pretence,0,0,Correct,NOUN,NN,"Mr Clarke has been indulging in just that himself , putting up the luckless Duncan Nichol , chief executive of the health service , to take the initial flak under the pretence that the dispute is not his direct responsibility ."
dispute,0,0,Correct,NOUN,NN,"Mr Clarke has been indulging in just that himself , putting up the luckless Duncan Nichol , chief executive of the health service , to take the initial flak under the pretence that the dispute is not his direct responsibility ."
direct,1,1,Correct,ADJ,JJ,"Mr Clarke has been indulging in just that himself , putting up the luckless Duncan Nichol , chief executive of the health service , to take the initial flak under the pretence that the dispute is not his direct responsibility ."
responsibility,0,0,Correct,NOUN,NN,"Mr Clarke has been indulging in just that himself , putting up the luckless Duncan Nichol , chief executive of the health service , to take the initial flak under the pretence that the dispute is not his direct responsibility ."
Mr,0,0,Correct,PROPN,NNP,Mr Duncan Nichol wants to separate the emergency from the non-emergency work .
Duncan,0,0,Correct,PROPN,NNP,Mr Duncan Nichol wants to separate the emergency from the non-emergency work .
Nichol,0,0,Correct,PROPN,NNP,Mr Duncan Nichol wants to separate the emergency from the non-emergency work .
wants,0,0,Correct,VERB,VBZ,Mr Duncan Nichol wants to separate the emergency from the non-emergency work .
separate,1,1,Correct,ADJ,JJ,Mr Duncan Nichol wants to separate the emergency from the non-emergency work .
emergency,0,0,Correct,NOUN,NN,Mr Duncan Nichol wants to separate the emergency from the non-emergency work .
non-emergency,0,0,Correct,ADJ,JJ,Mr Duncan Nichol wants to separate the emergency from the non-emergency work .
work,0,0,Correct,NOUN,NN,Mr Duncan Nichol wants to separate the emergency from the non-emergency work .
Mr,0,0,Correct,PROPN,NNP,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free ."
Wheeler,0,0,Correct,PROPN,NNP,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free ."
engineer,0,0,Correct,PROPN,NNP,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free ."
worked,0,0,Correct,VERB,VBD,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free ."
many,0,0,Correct,ADJ,JJ,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free ."
years,0,0,Correct,NOUN,NNS,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free ."
oil,0,0,Correct,NOUN,NN,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free ."
business,1,0,False Negative,NOUN,NN,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free ."
pleasant,0,0,Correct,ADJ,JJ,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free ."
slightly,0,0,Correct,ADV,RB,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free ."
worried-looking,0,1,False Positive,ADJ,JJ,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free ."
man,0,0,Correct,NOUN,NN,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free ."
bear,1,1,Correct,VERB,VB,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free ."
fact,0,0,Correct,NOUN,NN,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free ."
one,0,0,Correct,NUM,CD,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free ."
seems,0,0,Correct,VERB,VBZ,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free ."
realise,0,0,Correct,VERB,VB,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free ."
lengths,1,1,Correct,NOUN,NNS,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free ."
goes,1,1,Correct,VERB,VBZ,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free ."
order,0,1,False Positive,NOUN,NN,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free ."
keep,1,1,Correct,VERB,VB,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free ."
plant,1,0,False Negative,NOUN,NN,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free ."
squeaky,0,1,False Positive,ADJ,JJ,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free ."
clean,0,1,False Positive,ADJ,JJ,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free ."
emission-free,1,0,False Negative,NOUN,NN,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free ."
Mr,0,0,Correct,PROPN,NNP,"Mr Wheeler , now moving to the rear of the plant to show off the £2m smoke-cleaning section , which had just broken down , pointed out that his company achieved destruction of at least 99.9999 per cent of all materials ."
Wheeler,0,0,Correct,PROPN,NNP,"Mr Wheeler , now moving to the rear of the plant to show off the £2m smoke-cleaning section , which had just broken down , pointed out that his company achieved destruction of at least 99.9999 per cent of all materials ."
moving,0,0,Correct,VERB,VBG,"Mr Wheeler , now moving to the rear of the plant to show off the £2m smoke-cleaning section , which had just broken down , pointed out that his company achieved destruction of at least 99.9999 per cent of all materials ."
rear,0,0,Correct,ADJ,JJ,"Mr Wheeler , now moving to the rear of the plant to show off the £2m smoke-cleaning section , which had just broken down , pointed out that his company achieved destruction of at least 99.9999 per cent of all materials ."
plant,1,0,False Negative,NOUN,NN,"Mr Wheeler , now moving to the rear of the plant to show off the £2m smoke-cleaning section , which had just broken down , pointed out that his company achieved destruction of at least 99.9999 per cent of all materials ."
show,0,1,False Positive,PROPN,NNP,"Mr Wheeler , now moving to the rear of the plant to show off the £2m smoke-cleaning section , which had just broken down , pointed out that his company achieved destruction of at least 99.9999 per cent of all materials ."
smoke-cleaning,0,0,Correct,NOUN,NN,"Mr Wheeler , now moving to the rear of the plant to show off the £2m smoke-cleaning section , which had just broken down , pointed out that his company achieved destruction of at least 99.9999 per cent of all materials ."
section,1,0,False Negative,NOUN,NN,"Mr Wheeler , now moving to the rear of the plant to show off the £2m smoke-cleaning section , which had just broken down , pointed out that his company achieved destruction of at least 99.9999 per cent of all materials ."
broken,0,0,Correct,VERB,VBN,"Mr Wheeler , now moving to the rear of the plant to show off the £2m smoke-cleaning section , which had just broken down , pointed out that his company achieved destruction of at least 99.9999 per cent of all materials ."
